pId,pName,clicks,carts,orders,conversion_rate
CL0036516,Cutout back stripe print dress,820,9,4,0.004878048780487805
CL0036298,Bow tied bird print crepe romper,1640,31,8,0.004878048780487805
CL0036492,Floral print mixed media maxi dress,2050,90,10,0.004878048780487805
CL0034997,Pastel floral cotton chambray dress,821,24,4,0.0048721071863581
CL0037113,Graphic floral vine print cotton dress,3491,51,17,0.0048696648524778
CL0037308,Graphic floral print contrast trim dress,206,6,1,0.0048543689320388345
CL0025781,Grecian goddess knit dress,1034,14,5,0.004835589941972921
CL0036457,Floral print chiffon peasant blouse,622,7,3,0.00482315112540193
CL0035604,Vintage cotton poplin dress,2903,60,14,0.004822597313124354
CL0034416,Lace inset cotton knit sheath dress,1037,31,5,0.0048216007714561235
CL0036953,Contrast collar heart print shirtdress,2917,65,14,0.0047994514912581415
CL0033752,Embellished denim chambray pants,627,12,3,0.004784688995215311
CL0035874_OS,Name N/A,210,0,1,0.004761904761904762
CL0035973,Floral check print ankle pants,210,2,1,0.004761904761904762
CL0036884,Stripe chiffon print angled hem dress,841,18,4,0.0047562425683709865
CL0035942,Tile print crepe jogger pants,421,8,2,0.004750593824228029
CL0032082,Lynette dress,632,14,3,0.004746835443037975
CL0035452,Scallop chambray denim shorts,1266,27,6,0.004739336492890996
CL0034414,Her fifties piped trim dress,1690,24,8,0.004733727810650888
CL0037250,Split neck scarf print tunic dress,634,15,3,0.00473186119873817
CL0036668,Floral embellished georgette caftan top,857,15,4,0.004667444574095682
CL0035608_OS,Name N/A,215,0,1,0.004651162790697674
CL0035691,Polka dot print elastic belt dress,431,0,2,0.004640371229698376
CL0036868,The leanear pleat knit skirt,1085,18,5,0.004608294930875576
CL0036372,Contrast seersucker stripe poplin shirtdress,217,10,1,0.004608294930875576
CL0035657,Chevron embellished fit-and-flare dress,1305,21,6,0.004597701149425287
CL0036104,Elastic waist side slit maxi skirt,218,2,1,0.0045871559633027525
CL0036972,Floral dot print high-low hem dress,6335,77,29,0.004577742699289661
CL0032845,Chambray denim jumpsuit,6798,103,31,0.004560164754339511
CL0036822,Eyelet cotton elastic drawstring skirt,659,12,3,0.004552352048558422
CL0035125,Piped trim bird print dress,1759,37,8,0.0045480386583285955
CL0030576_OS,Name N/A,222,0,1,0.0045045045045045045
CL0035013,Corset style cotton poplin dress,1333,23,6,0.00450112528132033
CL0036621,Bow tied gingham check dress,889,15,4,0.0044994375703037125
CL0037036,Elastic waist faux wrap knit skirt,446,8,2,0.004484304932735426
CL0037124,Cowl neck stripe jersey knit dress,1342,22,6,0.004470938897168405
CL0037070,Bow tie cutout back cotton knit dress,2695,34,12,0.0044526901669758815
CL0036812,Floral graphic print crepe pants,451,16,2,0.004434589800443459
CL0037232,Sash tie stripe knit maxi dress,1130,20,5,0.004424778761061947
CL0037158,Lightweight V-neck cardigan,1356,23,6,0.004424778761061947
CL0036230,Floral embellished low waist cotton knit dress,1591,38,7,0.0043997485857950975
CL0035884,Embellished dip neck poplin dress,1138,27,5,0.004393673110720563
CL0036830,Cotton knit elastic drawstring skirt,1147,23,5,0.004359197907585004
CL0032643,Embellished bib voile trapeze dress,2081,34,9,0.004324843825084094
CL0032095,Leafy vine bib front denim chambray dress,925,12,4,0.004324324324324324
CL0035886,Corset style jersey knit dress,1394,20,6,0.00430416068866571
CL0035249,Floral print chiffon surplice romper,465,8,2,0.004301075268817204
CL0037154,Chevron stripe jersey knit dress,1864,16,8,0.004291845493562232
CL0036235,Floral embellished split neck voile dress,936,46,4,0.004273504273504274
CL0035306,Smocked shoulder crepe peasant dress,470,14,2,0.00425531914893617
CL0033034_OS,Name N/A,235,0,1,0.00425531914893617
CL0036297,Embroidered mesh bib front top,235,4,1,0.00425531914893617
CL0037139,Feminine pleated empire knit dress,705,7,3,0.00425531914893617
CL0037080,Pleated surplice cotton knit dress,1415,16,6,0.004240282685512367
CL0035879,Her fifties tropical floral print dress,1887,31,8,0.0042395336512983575
CL0036584,Chequered hat print split neck tunic,236,2,1,0.00423728813559322
CL0035573,Havana dress,2361,49,10,0.004235493434985175
CL0037005,Floral print banded waist crepe dress,2605,29,11,0.004222648752399232
CL0029199,Trellis waist cotton knit dress,1424,14,6,0.004213483146067416
CL0037110,Pleat front chambray denim maxi dress,13317,229,56,0.004205151310355185
CL0036496,Floral bib cotton print maxi dress,2143,12,9,0.004199720018665422
CL0036400,Tile print stretch cotton dress,1667,28,7,0.004199160167966407
CL0036080,Racerback cutout graphic print shift,1191,15,5,0.0041981528127623844
CL0036859,Pintuck pleat floral trapeze dress,1195,27,5,0.0041841004184100415
CL0035803,Chevron banded stripe poplin dress,962,38,4,0.004158004158004158
CL0037108,Off-shoulder poplin blouse,1203,30,5,0.004156275976724855
CL0035894,Stretch chalk check print ankle pants,241,0,1,0.004149377593360996
CL0036532,Eyelet and poplin scallop trim tunic,482,4,2,0.004149377593360996
CL0036920,Banded back graphic mesh dress,2181,24,9,0.0041265474552957355
CL0033557,Floral stripe print zippered skirt,243,21,1,0.00411522633744856
CL0035846,Floral ruffle cutout back knit tunic,733,10,3,0.004092769440654843
CL0036974,Notch neck graphic floral dress,1716,25,7,0.004079254079254079
CL0036724,Floral print georgette maxi dress,1478,36,6,0.0040595399188092015
CL0036650,Embellished cotton and crinkled gauze dress,2956,21,12,0.0040595399188092015
CL0035189,Notch collar wrap front top,247,0,1,0.004048582995951417
CL0035914,Stripe sash ikat woven dress,989,15,4,0.004044489383215369
CL0036561,Trapunto trim denim chambray dress,1979,41,8,0.00404244567963618
CL0036963,Vintage floral print cotton shirtdress,990,4,4,0.00404040404040404
CL0034254,Belted parrot print cotton skirt,992,17,4,0.004032258064516129
CL0037033,Piped trim cotton poplin top,997,29,4,0.004012036108324975
CL0036975,Floral embellished cotton voile dress,2004,28,8,0.003992015968063872
CL0036314,Pretty pink floral print crepe dress,1756,15,7,0.003986332574031891
CL0036862,Parrot stripe print cotton blazer,251,2,1,0.00398406374501992
CL0035685,Piped trim floral print voile dress,1259,29,5,0.003971405877680699
CL0036099,Sunshine floral cotton poplin dress,1009,18,4,0.003964321110009911
CL0035793,Bold stripe knit strapless maxi dress,506,15,2,0.003952569169960474
CL0037051,Bow tie back woven ikat check dress,8373,67,33,0.003941239699032604
CL0036600,Tropical print crepe A-line dress,255,4,1,0.00392156862745098
CL0036284,Sash tie tencel shirtdress,766,4,3,0.0039164490861618795
CL0034365,Raindrop embellished poplin skirt,1023,11,4,0.0039100684261974585
CL0036759,V-neck cotton eyelet fit-and-flare dress,256,2,1,0.00390625
CL0036844,Graphic dog print cotton knit dress,1024,13,4,0.00390625
CL0036914,Piped trim stripe print sundress,514,10,2,0.0038910505836575876
CL0036834,Floral lace overlay sheath dress,1028,7,4,0.0038910505836575876
CL0036977,V-neck strap cotton poplin dress,1807,18,7,0.00387382401770891
CL0036122,Floral print split neck dress,259,10,1,0.003861003861003861
CL0036789,Tie front crepe palazzo pants,519,9,2,0.0038535645472061657
CL0031831,High-low hem stretch crepe maxi dress,260,6,1,0.0038461538461538464
CL0035534,Tie front hacci knit top,261,12,1,0.0038314176245210726
CL0036938,Eyelet and floral print popover back dress,1047,11,4,0.0038204393505253103
CL0035153,Grace dress,2907,85,11,0.003783969728242174
CL0034677,Sweetheart bird print cotton silk dress,793,13,3,0.0037831021437578815
CL0035160,Sash tied denim chambray dress,1853,42,7,0.0037776578521316784
CL0037182,Graphic floral print pinafore maxi dress,1072,6,4,0.0037313432835820895
CL0034435,Tulle illusion bodice poplin dress,269,3,1,0.0037174721189591076
CL0036880,Belted cotton paisley print skirt,269,4,1,0.0037174721189591076
CL0036917,Embellished belt mixed print dress,2421,22,9,0.0037174721189591076
CL0036134,Contrast trim cotton knit maxi dress,1078,18,4,0.0037105751391465678
CL0030578,Draped toga knit dress,1618,24,6,0.003708281829419036
CL0035893,Tencel twill slim ankle pants,271,5,1,0.0036900369003690036
CL0037280,Split neck tile print crepe top,548,4,2,0.0036496350364963502
CL0036894,Global floral print blouson shirtdress,553,6,2,0.003616636528028933
CL0035994,Polka dot stretch cotton blend bermuda shorts,833,8,3,0.003601440576230492
CL0037185,Shawl collar sash waist ponte knit dress,556,12,2,0.0035971223021582736
CL0035800,Contrast banded trim poplin shirtdress,1672,21,6,0.0035885167464114833
CL0034026,Embellished floral organza dress,3628,87,13,0.003583241455347299
CL0034827,Floral embellished white poplin sundress,1126,27,4,0.003552397868561279
CL0035699,Tie front jersey knit top,282,6,1,0.0035460992907801418
CL0036649,Embellished bib cotton poplin dress,1694,21,6,0.0035419126328217238
CL0034592,Stripe trim cotton knit tunic,283,11,1,0.0035335689045936395
CL0036776,Floral embroidered lace sheath dress,283,4,1,0.0035335689045936395
CL0035890,Sash tied dot print cotton maxi dress,566,2,2,0.0035335689045936395
CL0036989,Tipped trim polka dot chambray shirtdress,1703,30,6,0.0035231943628890195
CL0036308,Illusion floral embellished cotton dress,1990,15,7,0.0035175879396984926
CL0035150,Layered faux-wrap chambray dress,2278,44,8,0.003511852502194908
CL0036404,Star signs stripe waist cotton dress,2849,34,10,0.00351000351000351
CL0037029,Jasmine dress,1429,23,5,0.0034989503149055285
CL0035562,Floral border print cotton dress,1429,31,5,0.0034989503149055285
CL0037059,Colorblock high-low cotton poplin dress,3444,41,12,0.003484320557491289
CL0034366,Floral embellished tulle flared skirt,864,12,3,0.003472222222222222
CL0030747,Jamaica dress,1728,53,6,0.003472222222222222
CL0037298,Trapunto empire waist cotton knit dress,289,4,1,0.0034602076124567475
CL0035872,Floral stretch sateen utility cargo pants,579,4,2,0.0034542314335060447
CL0036275,Geo print chiffon asymmetrical hem dress,290,8,1,0.0034482758620689655
CL0037044,Daisy dress,2031,33,7,0.0034465780403741997
CL0036527,Cactus print crepe jogger pants,291,8,1,0.003436426116838488
CL0035729,Pleat waist tailored shorts,291,7,1,0.003436426116838488
CL0035514,Notch neck contrast trim crepe blouse,583,6,2,0.003430531732418525
CL0035899,Pleated denim chambray culottes,1464,27,5,0.0034153005464480873
CL0037058,Eyelet sleeve cotton poplin shirt,293,8,1,0.0034129692832764505
CL0035964,Graphic embellished chiffon tank,294,8,1,0.003401360544217687
CL0037251,Drawstring waist scarf print maxi dress,890,6,3,0.0033707865168539327
CL0037111,Embellished chambray shift dress,1783,11,6,0.0033651149747616375
CL0037242,Name N/A,300,4,1,0.0033333333333333335
CL0035587,Pleated corset bodice chambray dress,2101,46,7,0.0033317467872441696
CL0036825,High collar floral print top,902,10,3,0.0033259423503325942
CL0037173,Graphic stripe print tiered maxi dress,1804,14,6,0.0033259423503325942
CL0035116,Georgette split sleeve blouse,605,6,2,0.003305785123966942
CL0036717,Cotton sateen elastic waist shirtdress,303,4,1,0.0033003300330033004
CL0036594,Drawstring crepe stripe shirtdress,609,5,2,0.003284072249589491
CL0035853,Flowy floral organza print top,306,6,1,0.0032679738562091504
CL0037076,Pleated cotton knit faux-wrap dress,2757,33,9,0.003264417845484222
CL0035865,Banded stripe retro poplin frock,920,6,3,0.003260869565217391
CL0037181,Floral print pinafore maxi dress,920,17,3,0.003260869565217391
CL0036148,Notch neck belted crepe print dress,1228,29,4,0.003257328990228013
CL0036622,Floral embellished elastic waist chambray dress,1849,35,6,0.003244997295835587
CL0028412,Flying hummingbirds poplin dress,1233,20,4,0.0032441200324412004
CL0036998,Floral print fit-and-flare sundress,1546,9,5,0.003234152652005175
CL0037144,Fruit print keyhole neck tank,619,10,2,0.0032310177705977385
CL0035282,Sash tie jersey blouson top,312,20,1,0.003205128205128205
CL0034918,Vibrant floral bib front maxi dress,313,10,1,0.003194888178913738
CL0037155,Vibrant off-shoulder blouse,630,18,2,0.0031746031746031746
CL0035905,Floral embellished chambray denim maxi dress,1584,17,5,0.0031565656565656565
CL0037314,Graphic petal print crepe maxi dress,318,0,1,0.0031446540880503146
CL0033185,Butterfly embellished colorblock dress,1592,12,5,0.00314070351758794
CL0036796,Chevron stripe colorblock maxi dress,8280,71,26,0.003140096618357488
CL0036871,Graphic embellished tile print crepe maxi dress,3212,28,10,0.00311332503113325
CL0036973,V-neck strap crop tank,964,18,3,0.0031120331950207467
CL0036233,Floral scallop drawstring maxi dress,1294,8,4,0.0030911901081916537
CL0037249,Scarf print pointed hem dress,1946,11,6,0.003083247687564234
CL0036537,Cotton eyelet split neck tunic shirt,325,6,1,0.003076923076923077
CL0036942,Tile print crepe tiered maxi dress,651,4,2,0.0030721966205837174
CL0037274,Porcelain print belted crepe dress,656,4,2,0.003048780487804878
CL0036216,Lilian dress,329,9,1,0.00303951367781155
CL0034844,Amelia dress,988,25,3,0.003036437246963563
CL0036897,Tile border print chiffon dress,998,19,3,0.003006012024048096
CL0037259,Floral scarf print sash tied maxi dress,667,3,2,0.0029985007496251873
CL0035618,Two tone colorblock cotton knit dress,1002,24,3,0.0029940119760479044
CL0035871,Kimono sleeve asymmetric crepe tunic,335,4,1,0.0029850746268656717
CL0035537,Floral lace A-line dress,1678,20,5,0.0029797377830750892
CL0035732,Polka dot print cotton culotte jumpsuit,1692,19,5,0.002955082742316785
CL0035589,Morgan dress,3727,84,11,0.0029514354708881137
CL0036677,Floral embellished gingham check dress,1020,12,3,0.0029411764705882353
CL0036562,Obi belt cotton eyelet shirtdress,1029,9,3,0.0029154518950437317
CL0037183,Retro style colorblock dress,1373,13,4,0.0029133284777858705
CL0036900,Ella dress,3792,51,11,0.0029008438818565402
CL0036965,Island print cotton banded back dress,2423,27,7,0.002888980602558811
CL0036409,Draped light jersey and print tunic,695,5,2,0.0028776978417266188
CL0036384,Banded V-neck graphic print dress,1048,15,3,0.0028625954198473282
CL0036990,Belted polka dot chambray skirt,699,18,2,0.002861230329041488
CL0035265,Floral lace shift dress,699,22,2,0.002861230329041488
CL0036142,Sweetheart piped trim poplin dress,350,4,1,0.002857142857142857
CL0035993,Polka dot mod shift dress,1777,18,5,0.0028137310073157004
CL0037069,Bow tie cutout back cotton knit dress,8231,51,23,0.0027943141781071558
CL0037138,Drawstring neck woven check tank,359,12,1,0.002785515320334262
CL0035849,Faux front button eyelet dress,360,4,1,0.002777777777777778
CL0036231,Pompom trim batik print wrap shorts,361,7,1,0.002770083102493075
CL0036560,Woven stretch crepe jumpsuit,1085,18,3,0.0027649769585253456
CL0036636,Abstract print organza dress,1835,26,5,0.0027247956403269754
CL0034381,Faux wrap cotton knit skirt,368,6,1,0.002717391304347826
CL0037085,Chevron stripe colorblock maxi dress,25892,237,70,0.0027035377722848756
CL0037199,Floral embellished poplin maxi dress,1118,9,3,0.0026833631484794273
CL0037140,Braid belt stripe jersey maxi dress,3730,33,10,0.002680965147453083
CL0036768,Floral embellished A-line shirtdress,1119,15,3,0.002680965147453083
CL0037106,Graphic stripe jersey tank dress,1138,13,3,0.0026362038664323375
CL0037227,Chevron stripe colorblock maxi dress,5693,59,15,0.0026348146847005095
CL0036994,Watercolor floral print crepe blouse,761,27,2,0.002628120893561104
CL0034683,Chevron print cotton colorblock dress,1143,32,3,0.0026246719160104987
CL0036696,Embellished crinkle gauze caftan dress,1143,33,3,0.0026246719160104987
CL0034971,Brooklyn dress,382,19,1,0.002617801047120419
CL0035960,Pompom trim pineapple print wrap shorts,764,21,2,0.002617801047120419
CL0036068,Graphic print metal zip front dress,385,8,1,0.0025974025974025974
CL0036870,Jersey knit surplice blouson top,770,8,2,0.0025974025974025974
CL0035901,Floral scallop drawstring maxi dress,2312,24,6,0.0025951557093425604
CL0033649,Floral print piped trim dress,1542,45,4,0.0025940337224383916
CL0037000,Watercolor floral print crepe blouson dress,774,2,2,0.002583979328165375
CL0036731,Floral burnout shift dress,388,2,1,0.002577319587628866
CL0035571,Contrast stripe trim poplin dress,389,10,1,0.002570694087403599
CL0036992,Floral embellished cotton voile dress,1948,36,5,0.002566735112936345
CL0036441,Piped trim cotton eyelet dress,1567,25,4,0.0025526483726866626
CL0037164,One-shoulder satin gown,1570,12,4,0.0025477707006369425
CL0037079,Graphic print cutout bow back sundress,1578,24,4,0.0025348542458808617
CL0032320,Floral embellished chambray denim maxi dress,10680,72,27,0.0025280898876404493
CL0036530,Stretch twill surplice jumpsuit,1997,25,5,0.0025037556334501754
CL0036941,Cotton knit drop yoke skirt,1205,29,3,0.0024896265560165973
CL0036113,Diamond print racer back jumpsuit,804,2,2,0.0024875621890547263
CL0037150,Drawstring waist chambray maxi dress,10454,99,26,0.002487086282762579
CL0032367,Embellished birds tulle overlayer denim dress,1614,22,4,0.0024783147459727386
CL0037125,Elastic waist dandelion print maxi dress,2442,27,6,0.002457002457002457
CL0037224,Cord belt cotton knit maxi dress,1633,19,4,0.002449479485609308
CL0034909,Two tone cotton knit wrap style dress,1225,19,3,0.0024489795918367346
CL0036837,Embellished chevron stripe cotton shift,1635,20,4,0.0024464831804281344
CL0033073,Floral embellished cotton knit tee,410,18,1,0.0024390243902439024
CL0036734,Floral jacquard sash tie full skirt,1233,8,3,0.0024330900243309003
CL0030328,Annabelle dress,415,8,1,0.0024096385542168677
CL0030404,Corset style crepe top,417,4,1,0.002398081534772182
CL0037177,Pleated jersey knit wrap dress,421,10,1,0.0023752969121140144
CL0036966,Tie-dye print crepe faux wrap dress,843,2,2,0.002372479240806643
CL0037241,Cutout back polka dot print dress,422,17,1,0.002369668246445498
CL0033191,Floral embellished tulle maxi dress,424,2,1,0.0023584905660377358
CL0036742,Embellished tulle yoke chiffon print dress,856,6,2,0.002336448598130841
CL0032896,Puff sleeve sash waist crepe dress,428,7,1,0.002336448598130841
CL0036322,Floral organza cutout back dress,1287,16,3,0.002331002331002331
CL0034147,Floral print crepe A-line dress,861,12,2,0.0023228803716608595
CL0036589,Floral scallop drawstring maxi dress,3016,42,7,0.0023209549071618036
CL0036943,Floral lace empire maxi dress,2156,24,5,0.002319109461966605
CL0037212,Sash tie floral stripe sateen maxi dress,865,6,2,0.0023121387283236996
CL0032640,Floral yoke cotton knit tunic,442,15,1,0.0022624434389140274
CL0035490,Geo jacquard crop pants,443,8,1,0.002257336343115124
CL0036606,Scallop hem ponte shift dress,445,4,1,0.0022471910112359553
CL0036494,Deep scoop back paisley print dress,448,0,1,0.002232142857142857
CL0037024,Notch neck graphic floral maxi dress,1795,22,4,0.0022284122562674096
CL0036888,Mixed tile print crepe caftan,3606,37,8,0.0022185246810870773
CL0036659,Mixed media print maxi dress,451,10,1,0.0022172949002217295
CL0036578,Graphic embellished drawstring maxi dress,451,1,1,0.0022172949002217295
CL0035619,Trapunto stitch trim chambray denim dress,451,11,1,0.0022172949002217295
CL0035957,Piped trim slub weave dress,904,21,2,0.0022123893805309734
CL0036339,Animal print crepe caftan dress,915,4,2,0.002185792349726776
CL0035698,Graphic dot print cotton sateen dress,458,15,1,0.002183406113537118
CL0035185,Floral embellished flutter sleeve georgette  top,925,6,2,0.002162162162162162
CL0035136,Seamed empire cotton knit dress,1391,21,3,0.002156721782890007
CL0037122,Strappy woven check tank,467,2,1,0.0021413276231263384
CL0036608,Victoria dress,467,6,1,0.0021413276231263384
CL0034555,Stripe knit full skirted dress,468,12,1,0.002136752136752137
CL0035224,Fit and flare floral tencel dress,1412,23,3,0.002124645892351275
CL0036313,Floral sequin colorblock skirt,479,6,1,0.0020876826722338203
CL0036814,Floral print crepe popover back dress,480,0,1,0.0020833333333333333
CL0035787,Herringbone crepe sash tied jumpsuit,1924,12,4,0.002079002079002079
CL0037054,Mixed media sheer tulle insert dress,2414,31,5,0.002071251035625518
CL0036947,V-neck strap cotton poplin dress,485,4,1,0.002061855670103093
CL0037107,Colorblock stripe faux wrap maxi dress,7360,102,15,0.0020380434782608695
CL0036905,Heather knit open front cardigan,491,5,1,0.002036659877800407
CL0034750,Piped trim cotton knit dress,494,6,1,0.0020242914979757085
CL0036662,Floral lace one shoulder sheath dress,998,2,2,0.002004008016032064
CL0036222,Marilyn dress,500,16,1,0.002
CL0035063,Virginia dress,1019,9,2,0.001962708537782139
CL0028515,Havana dress,1544,27,3,0.0019430051813471502
CL0036851,Embellished organza contrast trim shirtdress,1040,12,2,0.0019230769230769232
CL0034746,Faux wrap cotton knit dress,1042,26,2,0.0019193857965451055
CL0034659,Floral print elastic smocked dress,1043,14,2,0.0019175455417066154
CL0034005,Chelsea dress,1053,23,2,0.001899335232668566
CL0035563,Geo print banded stripe dress,531,14,1,0.0018832391713747645
CL0037231,Elastic waist graphic chiffon maxi dress,1065,24,2,0.0018779342723004694
CL0037175,Floral print georgette maxi dress,2137,17,4,0.0018717828731867104
CL0037230,Chevron stripe colorblock maxi dress,1613,7,3,0.0018598884066955983
CL0035730,Scallop stretch crepe shorts,546,8,1,0.0018315018315018315
CL0037132,Floral vine print overlay tank,552,0,1,0.0018115942028985507
CL0036523,Floral print sash tied surplice dress,1106,10,2,0.0018083182640144665
CL0037304,Feminine pleated polka dot cotton knit dress,556,6,1,0.0017985611510791368
CL0037200,Ruched sleeve drawstring knit cardigan,556,14,1,0.0017985611510791368
CL0036926,Graphic belt floral chiffon dress,1120,20,2,0.0017857142857142857
CL0037047,Shelley dress,560,6,1,0.0017857142857142857
CL0037041,Cutout front polka dot knit dress,1689,18,3,0.0017761989342806395
CL0033174,Floral embellished A-line crepe dress,565,8,1,0.0017699115044247787
CL0036371,Floral flounce hem sheath dress,1146,6,2,0.0017452006980802793
CL0036979,Watercolor splash print crepe tunic dress,1146,12,2,0.0017452006980802793
CL0036752,Asymmetric layer popover print dress,1151,16,2,0.0017376194613379669
CL0035868,Floral print chiffon surplice dress,583,6,1,0.0017152658662092624
CL0034701,Ashley dress,584,2,1,0.0017123287671232876
CL0036997,Two tone floral print sundress,1172,21,2,0.0017064846416382253
CL0037088,Trapunto trim poplin shift dress,1174,11,2,0.0017035775127768314
CL0034911,Graphic embellished bib cotton knit dress,590,15,1,0.001694915254237288
CL0036692,Watercolor floral print dress,1188,13,2,0.0016835016835016834
CL0037244,Graphic print chiffon slipdress,599,7,1,0.001669449081803005
CL0034652,Colorblock hem floral print dress,601,28,1,0.0016638935108153079
CL0036968,Scallop embellished cotton poplin dress,601,6,1,0.0016638935108153079
CL0037017,Graphic floral piped trim dress,610,13,1,0.001639344262295082
CL0032185,Retro embellished poplin shirtdress,611,9,1,0.0016366612111292963
CL0036792,Floral print two-buckle belt dress,1223,31,2,0.001635322976287817
CL0026357,Draped toga knit sheath,618,0,1,0.0016181229773462784
CL0036964,Floral hem crepe shift dress,2504,15,4,0.001597444089456869
CL0037217,Shawl collar sash waist ikat check dress,628,8,1,0.0015923566878980893
CL0037061,Jersey knit popover midi dress,628,5,1,0.0015923566878980893
CL0036002,Floral embellished woven check maxi dress,1886,10,3,0.0015906680805938495
CL0037131,Floral stripe print cotton tank,633,15,1,0.001579778830963665
CL0037084,Ruched pleat crepe maxi dress,1270,22,2,0.0015748031496062992
CL0037279,Graphic scarf print crepe maxi dress,1270,10,2,0.0015748031496062992
CL0036993,Contrast lace insert cotton gauze dress,644,6,1,0.0015527950310559005
CL0035984,Paisley embellished organza shift dress,1953,18,3,0.0015360983102918587
CL0036615,Stretchy crepe twill tunic dress,656,16,1,0.001524390243902439
CL0034891,Strapless floral embellished tulle dress,1313,18,2,0.0015232292460015233
CL0037023,Floral print cotton sateen pencil skirt,657,11,1,0.0015220700152207
CL0036774,Floral lace cocktail sheath dress,2648,37,4,0.0015105740181268882
CL0037172,Bow tie cutout back ponte knit dress,671,11,1,0.0014903129657228018
CL0036269,Olivia dress,676,15,1,0.0014792899408284023
CL0037203,Floral embellished poplin maxi dress,678,4,1,0.0014749262536873156
CL0037133,Drawstring neck zodiac print tank,683,12,1,0.0014641288433382138
CL0037112,Eleora dress,2050,14,3,0.0014634146341463415
CL0036619,Floral embellished fit and flare dress,1392,20,2,0.0014367816091954023
CL0036962,Two tone floral print shift dress,1394,9,2,0.0014347202295552368
CL0033065,Floral embellished tulle dress,1419,28,2,0.0014094432699083862
CL0035648,Sequin trim georgette dress,713,13,1,0.001402524544179523
CL0036787,Embellished stripe waist cotton knit dress,721,5,1,0.0013869625520110957
CL0037116,Stripe knit handkerchief hem dress,1457,8,2,0.0013726835964310226
CL0036824,Gold trim floral lace sheath dress,1494,21,2,0.0013386880856760374
CL0037255,Scarf print keyhole dress,782,4,1,0.0012787723785166241
CL0036893,Megan dress,787,3,1,0.0012706480304955528
CL0037081,Floral bib tile print crepe maxi dress,794,7,1,0.0012594458438287153
CL0034816,Apron front geo embellished poplin dress,808,10,1,0.0012376237623762376
CL0036382,Layered asymmetric hem dress,818,6,1,0.0012224938875305623
CL0036982,Contrast collar swiss dot cotton shirtdress,819,28,1,0.001221001221001221
CL0037282,Graphic scarf print crepe maxi dress,2559,15,3,0.0011723329425556857
CL0037028,Floral bib tile print chiffon maxi dress,3419,15,4,0.00116993272886809
CL0036829,Graphic hound dog print cotton knit skirt,858,32,1,0.0011655011655011655
CL0035263,Floral lace shift dress,882,22,1,0.0011337868480725624
CL0036407,Layered asymmetric hem dress,895,4,1,0.0011173184357541898
CL0035147,Sequin chiffon crystal belted dress,928,23,1,0.0010775862068965517
CL0036959,Floral stripe print sateen skirt,994,14,1,0.001006036217303823
CL0035837,Sand wash silk maxi shirtdress,1037,8,1,0.0009643201542912247
CL0036908,Embellished hem cotton knit full skirt,1085,11,1,0.0009216589861751152
CL0036666,Floral flutter sleeve textured crepe shift dress,1124,11,1,0.0008896797153024911
CL0037147,Drop waist ponte knit dress,1216,15,1,0.0008223684210526315
CL0036345,Lace trim stripe print shirtdress,1232,19,1,0.0008116883116883117
CL0028333,Embellished tulle overlayer dress,1234,14,1,0.0008103727714748784
CL0036559,Woven stretch crepe jumpsuit,1236,6,1,0.0008090614886731392
CL0036937,Lace waist cotton knit maxi dress,2607,19,2,0.0007671653241273494
CL0037068,Racer back cotton poplin shirtdress,1389,12,1,0.0007199424046076314
CL0034048,Polka dot mesh mermaid dress,1479,4,1,0.000676132521974307
CL0037146,Embellished floral print organza dress,1510,8,1,0.0006622516556291391
CL0036987,Tiered cotton voile maxi dress,1550,8,1,0.0006451612903225806
CL0037053,Floral print wrap detail dress,1896,4,1,0.0005274261603375527
CL0036886,Floral burnout organza empire dress,2627,16,1,0.00038066235249333843
CL0036715_OS,Name N/A,21,0,0,0.0
CL0035958_OS,Name N/A,27,0,0,0.0
CL0035888_OS,Name N/A,27,0,0,0.0
CL0033669_OS,Name N/A,27,0,0,0.0
CL0034768_OS,Name N/A,21,0,0,0.0
CL0036341_OS,Name N/A,27,0,0,0.0
CL0034958_OS,Name N/A,21,0,0,0.0
CL0035330_OS,Name N/A,27,0,0,0.0
CL0035279_OS,Name N/A,27,0,0,0.0
CL0036377_OS,Name N/A,21,0,0,0.0
CL0034160_OS,Name N/A,21,0,0,0.0
CL0034589_OS,Name N/A,21,0,0,0.0
CL0035967_OS,Name N/A,21,0,0,0.0
CL0036321_OS,Name N/A,27,0,0,0.0
CL0036258_OS,Name N/A,21,0,0,0.0
CL0036571_OS,Name N/A,21,0,0,0.0
CL0035879_OS,Name N/A,33,0,0,0.0
CL0029134_OS,Name N/A,27,0,0,0.0
CL0029319_OS,Name N/A,21,0,0,0.0
CL0033354_OS,Name N/A,21,0,0,0.0
CL0035265_OS,Name N/A,22,0,0,0.0
CL0032029_OS,Name N/A,27,0,0,0.0
CL0036401_OS,Name N/A,22,0,0,0.0
CL0033513_OS,Name N/A,27,0,0,0.0
CL0036726_OS,Name N/A,30,0,0,0.0
CL0036619_OS,Name N/A,27,0,0,0.0
CL0035010_OS,Name N/A,29,0,0,0.0
CL0032282_OS,Name N/A,22,0,0,0.0
CL0035306_OS,Name N/A,29,0,0,0.0
CL0037099,Name N/A,27,0,0,0.0
CL0036700_OS,Name N/A,21,0,0,0.0
CL0034333_OS,Name N/A,29,0,0,0.0
CL0036448_OS,Name N/A,21,0,0,0.0
CL0034448_OS,Name N/A,29,0,0,0.0
